Identifier 	HCC_06	NNL_05	NNL_02	NNL_03	NNL_01	NNL_04	HCC_10	HCC_14	SK_TC_1	SK_TC_2	SK_SC_1	SK_SC_2	HUH7_TC_1	HUH7_TC_2	HUH7_Ortho_1	HUH7_SC_1	HUH7_SC_2	HUH7_SC_3	H3B_TC_1	H3B_TC_2	H3B_Ortho_3	H3B_SC_1	H3B_SC_2	H3B_Ortho_1	H3B_Ortho_2	
NM_003348	17.65	10.18	11.3	5.42	7.49	8.45	8.3	13.76	46.6	44.47	24.9	20.04	71.47	79.05	22.44	24.24	47.77	39.27	53.37	54.23	37.95	32.76	34.97	37.18	20.63	
NM_003093	16.85	10.82	12.6	10.23	7.4	7.96	17.99	15.47	39.69	38.38	22.6	18.97	68.42	74.71	24.44	21.25	44.34	33.72	50.74	51.03	51.72	25.01	28.94	21.41	13.28	
NM_002809	9.85	12.33	17.84	7.79	4.37	9.25	12.97	16.63	48.93	53.55	16.96	20.81	73.17	96.86	12.0	23.32	47.92	37.6	36.1	37.17	18.67	15.54	20.1	36.31	25.77	
NM_002794	11.16	7.29	14.52	13.94	6.81	8.27	8.03	17.82	48.93	40.78	14.64	15.12	107.73	106.22	14.78	22.96	46.34	35.62	33.98	41.19	33.89	19.32	22.2	23.31	14.82	
NM_173808	14.81	12.24	7.0	6.7	3.22	1.97	16.55	20.2	26.0	7.95	21.14	25.49	89.24	40.49	41.23	58.63	80.1	84.24	13.2	16.9	21.8	66.52	63.87	54.29	38.58	
NM_001331	17.16	6.5	19.53	10.69	7.63	11.11	7.13	23.04	12.92	11.08	63.06	44.08	108.27	108.51	32.78	32.88	52.97	44.77	20.53	24.81	21.14	21.52	30.46	24.69	18.8	
NM_003074	6.32	5.23	5.43	2.29	6.51	2.81	9.41	5.98	22.05	27.88	8.31	9.83	67.49	78.36	21.89	23.14	34.53	34.91	29.05	23.44	25.53	23.1	23.02	17.57	11.26	
NM_003544	12.51	4.66	5.62	4.4	3.53	7.25	8.94	8.1	17.03	18.6	15.83	15.24	51.15	81.15	18.45	22.36	39.94	49.12	37.85	36.78	19.45	15.72	18.52	18.66	6.76	
NM_002129	11.93	6.8	4.14	3.83	1.01	3.78	11.15	4.63	15.21	15.41	18.2	15.38	58.29	108.79	23.84	27.37	37.43	38.19	42.32	33.99	21.23	15.78	20.96	20.17	9.77	
NM_001431	5.63	13.33	6.66	7.0	8.98	7.77	43.56	7.46	11.2	12.77	19.13	20.79	57.02	53.92	23.77	28.79	47.75	51.84	28.37	36.85	40.98	28.41	37.29	22.38	13.86	
NM_002086	10.59	8.83	10.34	7.43	8.39	6.97	19.33	10.05	16.06	13.88	14.44	16.11	56.33	35.0	9.36	16.85	28.23	27.72	24.06	18.45	22.62	25.64	20.77	26.22	21.75	
NM_005796	13.6	8.75	3.4	7.92	4.66	4.88	16.69	12.79	18.57	15.43	17.5	17.16	63.4	57.96	17.33	22.92	29.68	30.94	29.03	25.25	22.87	18.45	16.97	23.29	13.46	
NM_016310	16.07	6.11	4.44	6.77	4.9	4.67	7.91	7.38	9.58	7.66	8.62	8.72	65.15	41.25	10.3	16.07	30.38	24.62	26.54	30.3	22.07	20.33	28.97	22.88	13.33	
NM_003824	16.44	10.04	6.79	5.65	5.98	8.43	8.95	5.33	16.36	18.11	10.92	15.93	139.76	55.11	6.93	12.57	26.77	23.25	34.64	27.15	19.77	22.37	22.07	20.08	20.15	
NM_003128	13.0	11.53	21.85	8.44	5.99	9.04	8.68	14.69	12.41	9.82	8.9	7.64	50.02	61.24	30.55	31.35	39.83	39.73	27.87	39.4	14.63	16.21	20.86	22.69	17.82	
NM_006452	14.45	8.43	19.75	6.81	6.24	7.95	14.85	13.36	29.27	6.23	13.29	15.73	63.35	87.48	21.07	24.12	36.06	35.62	61.9	49.07	12.81	21.17	27.75	36.92	20.07	
NM_003345	10.05	10.28	8.99	5.24	3.56	5.29	5.83	10.36	22.73	19.03	9.11	9.11	80.51	83.8	25.57	28.65	47.45	38.52	53.63	59.86	31.81	40.39	38.72	40.51	30.51	
NM_005499	13.97	6.75	8.4	5.27	4.69	7.68	5.32	10.19	24.68	21.32	17.24	16.38	86.11	93.88	25.49	28.44	47.09	42.78	33.03	43.98	30.66	31.61	39.47	23.63	16.58	
NM_007363	11.43	9.04	11.48	9.2	6.45	6.26	13.58	11.3	34.89	20.78	13.31	22.67	62.67	49.95	23.3	25.79	29.71	36.7	28.84	36.62	24.83	33.33	36.64	26.1	17.0	
NM_002797	15.41	7.08	7.7	10.05	6.02	5.27	9.7	9.47	32.09	25.86	10.05	11.41	94.01	62.78	14.15	18.46	32.08	24.49	37.13	40.41	33.67	31.32	33.72	31.65	18.62	
NM_007192	13.66	6.57	11.33	3.36	5.62	4.1	10.21	9.15	27.52	20.48	13.38	14.52	63.71	59.1	11.92	16.75	27.96	24.82	38.35	36.13	22.37	25.56	23.61	20.17	14.9	
NM_003348	16.85	6.89	9.67	2.72	4.96	8.45	9.72	8.21	26.45	31.52	18.11	13.92	70.97	48.84	16.13	20.55	38.06	30.75	32.85	38.47	38.69	26.94	30.09	25.45	16.57	
NM_005066	5.22	7.43	8.66	9.4	6.4	8.8	8.8	9.32	22.51	22.79	17.58	19.93	48.04	53.98	20.02	32.02	43.69	39.75	38.64	28.45	31.94	28.22	29.89	25.75	23.95	
NM_005610	8.51	10.73	10.39	6.12	4.95	15.17	11.14	13.0	26.6	27.28	9.83	11.06	77.08	68.3	8.76	14.69	25.7	25.05	39.36	31.82	47.42	22.63	31.85	23.06	19.09	
NM_014014	9.51	5.77	12.72	5.54	3.25	8.41	9.86	13.95	21.71	20.29	7.98	7.43	71.42	62.0	18.02	21.38	31.66	34.05	32.81	51.45	28.61	22.35	23.79	25.13	20.35	
NM_000101	2.1	9.05	9.07	3.22	5.81	7.18	3.23	4.51	8.29	9.78	10.81	8.44	135.42	99.23	17.28	22.56	41.82	42.92	49.44	46.44	35.03	51.47	59.23	73.68	44.24	
NM_002631	2.8	8.29	6.47	6.04	3.72	5.86	18.34	6.57	29.61	24.55	3.17	5.21	153.34	126.71	31.1	28.82	56.97	50.46	34.47	33.56	19.08	28.83	31.39	23.79	20.53	
NM_004586	5.5	5.15	9.11	4.66	4.63	3.87	11.33	9.04	8.05	3.9	3.89	4.66	90.76	87.91	30.25	29.91	60.37	48.48	12.35	28.18	11.44	31.86	48.96	27.26	19.31	
NM_004776	9.54	13.63	16.28	8.47	27.01	15.81	10.16	10.14	42.22	35.49	9.65	16.22	37.91	30.35	5.08	8.28	14.72	14.22	28.0	23.37	28.65	31.06	27.46	19.98	28.3	
NM_005911	11.2	3.93	12.85	3.92	11.14	9.69	13.97	6.23	56.54	54.99	13.61	16.73	151.31	24.15	3.96	8.09	19.4	16.45	33.28	22.07	18.75	28.5	37.43	22.48	25.41	
NM_005009	21.88	12.07	19.38	24.96	11.52	15.51	27.08	5.16	52.29	39.18	14.32	17.7	170.17	86.89	11.92	15.22	28.23	26.35	35.69	51.98	50.62	35.87	33.92	25.19	19.88	
NM_002834	21.64	21.39	17.95	16.87	16.02	13.54	21.08	28.27	29.06	34.63	23.24	30.45	145.02	62.29	13.36	18.7	32.62	34.96	34.05	33.01	39.81	23.33	24.12	15.25	18.38	
NM_002715	31.3	20.27	15.58	12.56	13.05	14.19	22.58	20.47	22.87	21.91	24.48	24.07	58.29	39.07	10.96	17.78	30.33	22.58	27.71	35.88	35.07	32.63	45.31	30.31	23.54	
NM_002802	28.96	17.56	36.84	15.89	12.15	16.51	11.99	21.95	35.77	31.61	23.24	18.07	79.4	44.43	9.85	12.96	32.56	24.34	27.32	36.67	41.3	31.11	38.18	25.86	21.81	
NM_003375	21.37	13.25	18.8	16.48	13.99	18.49	16.02	15.27	47.73	65.36	16.24	22.95	45.92	38.75	12.66	13.72	20.26	20.96	25.37	25.52	38.67	18.61	21.77	17.7	17.49	
NM_005159	37.27	13.66	21.52	17.3	10.9	15.88	17.59	14.42	47.34	63.42	16.05	27.69	48.47	57.28	12.41	17.21	32.95	37.62	42.04	20.55	27.72	47.47	27.87	22.2	20.68	
NM_015219	6.05	14.28	15.86	20.09	13.3	11.65	26.13	26.57	42.29	47.53	22.56	34.52	68.38	50.15	14.3	25.08	37.85	35.54	34.66	32.41	39.7	35.45	36.67	36.67	28.21	
NM_006015	6.6	16.15	15.34	12.57	8.69	13.13	13.9	22.8	29.42	34.97	19.66	26.76	48.62	54.36	12.22	27.47	48.88	41.15	31.19	38.51	52.46	33.72	30.71	25.56	19.89	
NM_002650	9.75	12.41	12.01	13.97	18.59	12.03	27.47	15.97	25.99	27.1	16.68	27.01	56.34	56.2	20.51	30.72	40.19	39.97	23.93	25.65	27.16	18.13	23.49	28.73	20.23	
NM_003079	18.06	12.24	14.81	12.32	7.55	12.26	14.84	14.65	36.73	44.82	27.87	29.39	63.72	41.29	21.07	25.25	33.87	37.24	32.52	33.61	26.72	31.68	27.07	23.8	24.88	
NM_003252	16.5	13.57	14.58	12.28	10.01	12.64	12.77	11.32	32.46	38.1	22.56	24.28	59.31	55.3	14.94	23.99	38.25	37.07	26.4	34.53	28.12	20.06	21.98	22.01	20.27	
NM_003529	24.31	11.11	15.19	12.52	9.86	11.12	28.51	15.03	30.66	40.53	17.64	26.32	78.94	74.1	22.85	29.04	38.3	56.64	32.42	28.11	23.08	23.71	24.26	20.04	15.5	
NM_003530	16.78	8.9	15.84	13.22	8.98	10.28	22.52	13.74	33.27	28.31	25.46	20.92	64.66	67.61	22.74	24.59	36.68	33.63	27.25	30.94	20.21	20.32	21.64	17.78	13.37	
NM_001675	22.89	11.91	17.65	6.53	9.56	11.58	19.02	7.39	30.93	47.54	18.32	16.3	39.93	66.14	20.32	21.85	39.79	37.89	30.61	57.31	39.4	27.01	45.11	30.66	31.18	
NM_004446	20.96	10.21	9.3	8.84	10.08	10.54	16.91	13.92	46.12	52.72	22.35	23.84	45.9	54.06	15.81	17.76	28.83	31.45	45.61	49.23	72.37	49.26	51.32	46.36	42.93	
NM_013436	20.99	11.88	13.26	16.58	14.45	12.39	22.65	12.8	44.59	51.4	20.03	30.65	57.61	55.69	12.67	15.64	31.14	27.2	34.23	50.12	33.22	36.31	37.65	32.42	22.04	
NM_014248	15.4	16.69	13.83	14.29	13.99	14.97	16.57	15.59	29.79	46.07	23.9	23.67	62.16	58.57	14.03	21.82	40.07	32.03	49.42	51.4	64.31	43.21	45.67	37.21	28.88	
NM_004517	12.98	13.69	14.67	8.81	5.25	6.89	9.37	16.73	52.3	57.56	22.79	23.6	47.05	31.36	13.78	18.49	25.88	21.67	30.55	25.69	19.55	26.19	28.56	28.05	21.55	
NM_000801	24.27	11.7	8.92	9.68	9.71	11.27	17.06	21.64	90.12	71.52	24.9	38.25	65.12	56.99	14.41	17.78	33.39	31.24	29.68	33.96	26.82	28.8	30.54	22.01	20.43	
NM_023079	13.99	11.36	15.55	8.09	9.15	9.62	19.13	12.73	71.33	70.36	31.0	42.86	47.95	50.08	11.31	15.66	30.17	31.69	26.3	30.83	32.36	30.66	40.65	31.01	22.34	
NM_004047	17.23	14.19	12.69	7.51	10.61	9.58	24.87	26.28	26.1	16.04	12.3	12.79	93.22	59.43	13.13	18.52	36.83	28.5	20.91	39.66	23.55	20.88	32.19	20.58	17.0	
NM_012247	20.12	11.44	16.96	14.82	13.57	12.24	17.4	30.43	18.02	10.7	10.54	9.17	54.85	61.26	14.4	14.06	27.29	22.7	30.28	53.14	26.28	26.94	33.59	23.33	18.1	
NM_000884	19.91	14.11	15.22	16.26	12.56	13.32	13.21	18.12	29.08	22.7	16.91	19.08	65.98	48.34	14.06	18.67	28.79	24.12	24.38	40.02	38.99	40.95	37.67	28.28	21.98	
NM_003347	14.67	12.23	10.08	13.09	9.53	10.07	12.82	13.23	22.4	22.39	20.72	22.21	58.03	38.32	13.25	16.93	31.26	24.35	31.45	26.68	31.42	30.7	31.54	29.71	20.24	
NM_002834	14.98	13.36	15.73	14.62	10.45	9.64	13.46	21.56	33.51	32.44	16.71	16.72	58.71	55.92	12.74	14.13	25.87	22.51	33.21	44.26	29.5	23.3	27.46	17.18	15.37	
NM_006773	26.86	12.94	17.31	12.26	14.72	12.77	11.1	15.77	23.05	30.09	14.24	19.9	69.4	46.05	11.71	14.04	28.18	25.82	36.86	32.95	25.28	29.45	28.63	22.02	17.36	
NM_003791	21.09	13.95	19.09	27.6	21.61	17.56	16.67	25.85	23.06	29.63	10.88	22.83	55.16	53.68	14.31	18.69	23.67	27.26	22.35	28.44	28.25	25.63	27.84	21.6	20.22	
NM_004578	34.64	16.25	18.95	21.94	15.59	15.11	12.98	19.99	27.17	23.21	9.32	10.38	48.23	43.01	13.84	13.23	23.83	23.09	23.9	23.13	25.57	25.86	28.34	28.34	26.07	
NM_007099	23.38	12.97	24.96	23.87	13.76	18.27	20.86	20.71	22.19	28.1	11.77	13.84	40.88	33.51	10.48	12.16	23.99	25.14	26.08	27.14	46.0	33.19	33.12	29.83	20.95	
NM_007315	13.4	23.75	12.14	14.06	21.68	17.57	31.87	14.89	11.97	15.64	11.43	17.68	111.84	18.63	13.99	13.05	9.97	13.6	20.65	26.7	16.58	19.78	23.28	17.49	15.68	
NM_002884	31.94	17.85	19.4	10.99	11.31	14.82	17.08	17.89	20.15	24.39	13.45	12.72	44.85	28.45	8.52	9.73	20.41	17.46	16.07	17.37	19.92	16.3	20.64	17.12	11.44	
NM_005370	11.65	21.77	19.98	18.92	8.61	18.14	24.4	35.63	17.74	23.35	11.61	16.59	37.58	24.59	6.24	9.27	15.5	16.4	24.7	25.33	16.93	30.87	27.58	23.45	22.68	
NM_002817	12.74	8.05	12.6	2.9	7.47	6.54	8.35	8.5	29.43	27.79	14.64	10.3	52.92	55.33	6.62	11.17	22.9	20.58	27.7	26.2	15.89	13.76	15.73	17.22	12.1	
NM_002834	14.87	10.18	11.07	9.85	8.33	8.41	11.05	14.9	17.02	21.21	11.53	15.26	129.19	37.13	6.41	13.45	17.31	14.33	24.2	23.51	19.49	18.01	17.25	13.81	10.03	
NM_002802	17.34	9.96	12.62	6.9	8.06	6.99	5.08	11.38	22.72	20.26	12.8	10.31	64.79	26.14	6.31	6.81	17.56	14.27	16.59	23.14	22.25	18.91	21.52	13.44	10.72	
NM_005124	8.89	9.1	11.01	13.34	11.86	11.79	10.25	10.26	20.05	19.09	15.37	18.73	59.69	35.43	9.06	15.24	25.59	17.38	33.41	30.36	29.34	13.64	16.68	11.38	12.75	
NM_198402	10.34	8.52	8.3	9.04	7.66	5.51	10.84	8.14	12.26	15.02	12.57	18.0	58.55	27.03	11.37	17.95	25.03	21.77	26.71	22.23	24.75	14.64	16.57	12.16	8.45	
NM_016476	29.12	10.84	19.24	14.65	13.25	13.43	30.95	28.08	29.79	29.82	15.77	13.67	70.64	61.63	14.79	21.32	43.71	35.73	21.57	27.77	16.53	20.67	20.28	20.57	18.51	
NM_001196	23.64	15.51	14.0	11.68	11.32	6.77	29.63	24.18	19.33	31.16	8.76	12.71	73.15	56.18	10.49	17.17	28.44	28.34	21.66	19.63	14.38	14.37	12.23	13.16	14.41	
NM_014078	67.85	11.89	10.97	8.62	7.55	9.57	25.8	8.41	15.41	21.82	8.57	9.45	37.84	55.08	12.16	16.68	36.37	28.73	28.7	39.34	35.88	23.35	30.81	23.72	16.37	
NM_006788	17.62	12.6	7.1	12.37	8.03	7.46	12.42	17.65	15.7	16.43	7.61	10.76	64.0	54.25	12.05	13.39	21.77	17.96	14.99	18.52	19.39	15.79	25.06	16.7	14.37	
NM_002810	27.49	10.34	14.2	7.18	5.01	6.69	14.0	12.63	23.65	20.35	12.28	8.88	54.9	74.06	15.34	14.12	28.99	22.3	18.46	17.65	13.47	18.56	26.38	15.18	13.01	
NM_005228	23.85	8.73	26.41	23.0	15.29	16.01	6.26	5.51	17.57	31.67	6.84	10.33	15.43	17.91	12.56	10.69	12.98	19.47	38.16	36.92	76.57	27.5	25.22	33.83	25.96	
NM_022051	28.66	14.22	19.91	10.89	7.27	8.47	4.97	16.37	28.74	10.28	12.44	11.21	42.71	22.75	14.14	13.44	22.38	20.0	29.81	43.54	24.84	50.31	59.85	32.64	35.9	
NM_001969	38.31	12.55	51.98	20.35	16.67	20.83	7.14	12.93	14.51	17.64	15.87	11.67	149.76	30.66	8.68	10.04	22.17	17.09	43.84	42.96	28.13	31.11	34.57	20.95	27.03	
NM_004208	21.95	11.76	24.49	10.49	6.81	13.62	14.94	13.77	15.25	13.54	3.51	2.78	58.84	41.63	7.23	8.34	16.72	15.02	28.75	39.76	32.25	22.54	24.41	32.61	27.39	
NM_014223	15.0	10.08	13.15	13.59	6.9	11.6	16.4	12.62	15.12	15.75	7.81	8.98	36.89	24.34	8.27	10.8	17.02	18.26	21.29	39.77	55.33	41.93	53.34	37.47	33.17	
NM_016026	16.92	10.6	15.98	16.76	10.56	8.92	21.12	25.55	14.01	8.38	3.45	6.85	31.77	28.68	7.27	8.03	16.87	13.47	27.12	42.6	30.59	45.36	53.48	31.79	30.62	
NM_000859	6.48	6.38	8.45	10.46	4.33	22.66	41.99	7.64	16.04	17.67	5.58	8.89	33.4	30.33	9.22	9.53	19.32	14.98	27.33	43.93	59.54	33.03	33.72	30.64	19.57	
NM_006368	7.83	8.4	12.14	6.78	2.31	7.09	8.37	7.16	16.39	15.68	8.24	8.82	35.14	25.7	7.45	10.06	17.72	16.92	33.38	54.82	68.83	55.83	56.97	57.04	59.98	
NM_004508	21.69	6.39	11.64	21.8	11.13	19.9	45.27	10.98	19.25	33.2	11.49	12.77	40.74	47.28	6.77	8.74	17.79	13.56	25.12	47.3	65.97	54.65	65.4	51.18	57.05	
NM_000179	29.36	8.32	7.66	9.55	9.77	10.74	18.21	7.42	16.38	14.98	13.33	13.88	37.11	47.29	8.36	15.34	22.65	21.32	52.86	58.4	60.12	63.87	65.67	62.86	48.54	
NM_004458	1.64	8.06	3.95	2.16	1.09	9.67	101.53	5.42	62.97	64.54	22.09	26.23	128.34	108.62	27.67	40.87	80.67	78.15	94.45	138.85	44.61	100.45	150.92	127.53	76.43	
NM_001096	14.67	13.06	4.83	6.27	8.91	7.31	17.48	12.43	137.13	128.46	44.55	72.43	125.21	126.77	18.04	29.23	46.07	43.92	85.74	82.08	35.46	49.12	52.32	60.17	46.65	
NM_004595	5.73	9.82	5.55	7.23	6.01	5.23	10.61	9.31	164.52	180.49	35.18	52.36	223.53	90.29	19.55	24.43	38.2	39.33	52.86	55.68	29.61	40.71	37.78	42.76	33.9	
NM_001444	14.43	5.38	3.93	0.77	3.87	1.98	13.89	9.4	100.44	145.61	32.83	42.3	115.67	95.24	20.66	25.89	45.15	39.35	59.92	75.3	31.03	53.83	66.75	49.24	24.05	
NM_001444	21.63	8.81	3.6	2.0	6.45	3.06	20.03	14.3	118.64	204.24	48.82	58.67	187.52	147.09	28.52	51.39	87.17	71.27	67.62	92.27	44.8	71.7	89.34	67.44	36.04	
NM_001067	3.03	2.89	1.63	1.66	1.16	0.53	20.22	1.09	23.21	18.83	56.25	51.66	198.06	290.57	57.08	73.96	164.28	151.74	103.92	114.28	40.73	57.24	79.89	72.87	43.76	
NM_004219	3.22	2.8	1.7	2.3	1.2	0.59	19.62	1.94	22.42	28.98	23.65	18.11	180.48	271.61	58.12	47.93	105.45	85.61	60.34	75.96	36.94	46.07	66.88	65.65	25.74	
NM_014389	31.53	19.52	31.75	19.58	13.6	21.36	32.37	17.48	60.11	60.28	104.04	137.07	86.56	94.84	173.01	179.25	67.69	105.0	76.64	76.02	56.85	56.08	60.6	61.81	49.02	
NM_002212	33.71	20.58	18.81	21.81	15.39	15.19	33.49	41.6	62.93	50.2	46.52	64.76	123.45	78.19	98.45	106.04	77.24	76.36	35.75	35.88	28.52	36.29	43.75	32.74	28.77	
NM_005720	19.92	44.07	19.22	29.41	30.67	17.55	34.85	27.28	182.41	149.87	130.7	130.51	121.81	105.26	22.55	68.28	74.57	56.81	50.97	56.54	46.86	131.18	89.44	66.4	58.45	
NM_003370	21.07	31.12	21.51	21.08	20.99	25.89	29.17	21.89	79.64	137.68	53.39	75.32	157.14	157.32	29.31	47.43	80.06	84.73	53.99	37.34	45.41	54.49	65.43	45.71	34.88	
NM_016283	38.35	25.29	19.25	24.01	21.31	21.55	51.25	58.19	87.55	140.99	71.42	96.5	115.72	96.71	31.36	41.44	63.08	56.67	46.75	45.46	102.35	59.87	79.63	93.12	62.74	
NM_005231	30.53	24.7	20.06	19.64	15.33	15.6	29.51	37.53	102.39	142.28	38.63	61.41	125.65	123.03	22.91	38.44	70.21	68.3	85.68	56.28	53.72	48.85	50.97	51.18	58.45	
NM_005731	33.04	29.72	23.37	24.77	18.41	20.12	30.2	39.85	133.96	135.13	78.83	79.22	105.07	94.46	26.49	42.2	58.3	51.35	73.83	74.0	42.48	85.42	61.02	62.45	46.6	
NM_006908	31.05	29.75	20.76	23.53	19.97	21.11	24.05	45.54	119.89	105.27	51.86	59.27	116.67	99.41	30.21	35.58	61.49	54.42	99.34	105.04	72.63	80.49	87.95	61.72	51.91	
NM_006325	32.77	14.73	8.04	11.98	18.1	12.67	25.56	15.43	79.48	124.91	78.32	111.45	165.88	122.39	34.14	41.36	70.38	63.86	142.16	102.09	133.75	98.03	107.45	103.14	66.95	
NM_006367	22.69	26.77	26.96	18.91	20.94	20.53	31.26	30.2	96.14	139.91	93.5	86.86	324.68	137.87	23.21	33.09	68.9	70.93	96.53	135.85	119.89	133.62	144.33	128.85	108.98	
NM_003406	41.81	25.69	25.92	20.15	20.17	21.27	48.91	16.7	138.11	178.84	97.63	117.33	209.03	178.52	37.99	66.72	101.77	105.29	123.59	126.49	161.81	120.03	106.57	89.62	71.92	
NM_003406	32.84	22.39	23.46	14.81	16.79	17.1	44.2	19.02	143.15	143.99	60.07	75.94	196.49	153.16	31.65	43.37	79.6	77.58	112.32	90.11	113.0	80.72	91.37	68.69	58.09	
NM_002265	31.8	19.13	20.56	22.71	12.88	24.33	34.67	20.7	127.92	152.7	63.28	82.75	416.71	122.04	38.36	50.63	91.78	89.49	99.7	112.59	90.84	89.16	79.57	78.08	59.73	
NM_001011	28.01	18.37	13.86	11.51	6.84	13.54	43.41	25.13	40.45	272.4	61.23	52.32	143.71	119.09	40.14	35.01	98.34	63.87	124.28	203.04	112.31	94.35	121.01	100.5	40.13	
NM_001436	29.47	14.39	23.76	12.26	8.38	15.84	32.78	40.17	162.82	128.83	28.05	29.15	185.34	246.53	50.93	64.41	110.63	119.42	147.51	188.8	110.06	114.57	101.84	142.47	78.4	
NM_000269	40.71	21.95	11.84	14.41	6.21	9.33	51.69	18.68	102.85	101.15	47.65	59.66	287.6	199.91	52.38	67.11	139.93	128.93	81.52	95.46	93.76	92.95	104.72	92.56	60.61	
NM_012412	25.58	16.15	16.9	12.66	11.31	12.47	36.5	27.39	49.64	57.42	44.36	52.94	229.41	295.66	52.57	80.21	107.18	86.99	144.07	163.67	84.3	99.5	110.66	113.34	59.26	
NM_002004	38.0	17.7	28.83	45.04	15.98	23.77	88.35	20.17	89.29	93.61	48.23	51.5	239.77	153.62	22.99	28.13	56.65	44.47	116.6	141.1	46.71	74.95	88.82	71.36	66.49	
NM_003908	24.93	13.97	21.66	13.66	16.17	16.44	18.6	22.78	75.34	86.4	28.4	39.03	122.59	128.93	44.38	41.7	78.95	67.68	95.51	118.58	86.71	91.92	86.31	66.98	59.73	
NM_006559	16.57	20.61	22.1	19.03	16.63	18.34	25.32	36.12	63.19	85.19	39.9	49.17	138.78	131.19	50.49	52.12	91.04	101.23	76.78	76.72	70.54	63.84	77.37	74.01	44.84	
NM_152263	24.16	16.95	33.45	14.8	15.18	17.11	24.39	33.42	110.11	95.68	76.45	59.33	126.26	167.49	42.03	57.31	101.92	90.47	146.39	105.18	53.76	71.66	76.0	118.65	79.42	
NM_152263	27.83	18.95	43.11	12.27	17.11	20.88	28.95	35.84	104.78	104.27	70.69	54.39	164.81	164.45	35.49	58.32	114.31	99.3	155.4	104.68	65.36	66.39	69.32	116.43	80.95	
NM_006430	41.28	16.3	16.96	18.53	18.91	19.23	37.6	23.49	112.52	112.29	40.11	58.16	151.39	130.97	39.59	48.03	92.11	88.21	102.74	122.5	88.68	109.8	120.37	100.3	78.12	
NM_000026	29.24	20.87	21.45	24.7	21.18	15.74	29.51	40.34	93.36	88.85	50.76	65.21	168.54	160.12	60.66	56.17	103.73	91.12	97.98	105.12	84.58	92.67	73.62	88.95	65.05	
NM_003908	33.99	21.21	24.54	21.6	28.64	24.22	23.61	32.46	71.14	96.98	39.24	57.34	167.23	131.88	41.9	47.61	92.61	76.82	106.89	115.07	106.19	122.8	108.07	86.14	68.79	
NM_003908	35.94	18.87	25.38	23.65	31.57	25.79	30.17	35.87	94.99	115.29	54.07	67.39	211.94	169.36	58.18	58.14	116.84	94.22	114.96	144.72	132.1	127.64	115.72	94.26	75.69	
NM_005916	10.98	33.96	17.19	15.63	17.48	13.01	27.48	49.95	54.8	51.74	82.6	77.88	494.99	519.9	120.14	161.14	295.35	252.91	165.46	102.81	55.26	86.72	85.01	97.59	52.22	
NM_003539	10.7	14.88	11.55	13.74	22.99	13.86	27.15	31.19	72.19	73.34	75.84	79.28	241.43	395.89	62.23	101.5	139.54	164.75	159.27	124.97	70.38	62.98	85.0	65.3	26.02	
NM_021968	27.16	20.49	18.97	23.03	24.74	24.33	39.66	40.5	114.83	85.95	74.89	67.91	262.49	399.35	93.35	114.82	173.27	182.55	225.79	229.2	79.86	80.4	88.82	85.8	27.26	
NM_001826	45.98	16.06	14.06	19.04	10.85	21.22	36.59	8.13	29.75	26.47	47.07	55.34	285.73	258.2	52.0	68.32	133.52	129.51	114.99	122.88	91.59	87.39	90.46	87.76	65.08	
NM_004964	38.2	34.42	36.82	34.35	29.4	34.95	25.14	38.11	71.5	75.88	47.92	55.03	265.57	270.68	72.33	106.61	182.33	187.17	100.69	136.64	129.99	76.61	106.13	68.12	62.89	
NM_003362	64.09	33.63	34.92	44.85	16.95	28.15	41.11	29.6	63.5	52.63	39.76	42.97	316.81	320.28	89.83	98.53	194.61	175.75	108.79	100.41	113.2	72.28	73.32	71.27	41.48	
NM_003016	60.62	33.6	43.56	37.86	30.5	31.51	37.77	30.59	70.13	74.37	64.47	56.38	456.49	174.69	40.03	66.23	119.49	94.53	104.51	105.16	88.0	102.17	108.25	77.69	69.14	
NM_006503	59.01	35.99	24.96	24.66	25.82	31.42	62.75	69.66	71.31	65.23	48.53	56.49	314.4	222.55	44.1	73.0	132.46	113.64	99.82	106.27	85.22	90.55	99.26	86.81	67.25	
NM_016050	28.45	15.51	17.28	20.16	15.07	13.4	16.28	21.07	49.62	53.01	26.7	26.71	379.65	468.48	103.75	163.52	221.05	192.78	111.93	116.63	47.51	50.01	43.02	56.28	31.1	
NM_002708	12.12	15.04	20.93	7.84	6.66	12.81	18.2	28.25	48.73	38.88	18.66	15.37	147.81	275.34	55.01	87.81	159.67	127.6	102.84	77.41	33.49	32.88	31.06	64.57	45.33	
NM_002266	16.75	6.63	4.06	1.78	5.49	4.46	17.09	8.57	85.88	52.96	49.87	49.39	377.79	345.55	62.59	65.33	148.07	104.79	182.9	198.48	80.13	111.85	92.92	97.02	61.86	
NM_032704	7.43	8.75	8.52	3.18	4.01	5.67	14.79	9.05	170.64	125.66	64.75	57.49	280.67	379.28	62.98	66.83	124.36	114.1	118.25	151.09	59.95	67.68	81.05	79.49	51.33	
NM_006623	7.13	69.31	219.73	147.72	110.87	164.84	130.64	4.1	36.73	65.52	28.4	50.63	275.83	355.29	182.95	188.24	298.69	312.05	296.07	288.69	69.42	20.73	25.86	38.19	45.17	
