Identifier 	A009	A016	A018	A030	A043	A075	A078	A079	B013	B017	B033	B036	B061	B062	B064	B080	B084	B105	B108	A001	A002	A006	A013	A015	A022	A026	A027	A039	A042	A045	A046	A049	A054	A067	A069	A070	A077	A082	A084	A088	A093	A094	A101	A104	B014	B022	B023	B024	B032	B048	B054	B060	B068	B081	B086	B092	B094	A003	A004	A005	A007	A014	A020	A021	A031	A033	A035	A037	A038	A047	A050	A051	A052	A053	A057	A058	A059	A061	A062	A064	A066	A068	A080	A081	A083	A085	A096	A097	A102	A103	A105	A106	A107	A108	B016	B019	B026	B027	B028	B030	B031	B034	B037	B038	B039	B040	B041	B042	B043	B044	B045	B047	B049	B050	B051	B052	B053	B055	B056	B057	B058	B059	B063	B065	B069	B071	B072	B073	B074	B076	B078	B079	B082	B083	B085	B087	B088	B089	B091	B093	B095	B096	B097	B098	B099	B100	B101	B102	B104	B106	A012	A023	A025	A044	A063	A087	A099	A017	A019	A024	A028	A032	A036	A040	A056	A071	A074	A090	A095	B012	B015	B025	B029	B035	B046	B066	B070	B075	B103	
NM_016069	0.33778584	1.6925132	0.36443663	0.056733575	0.51921403	2.181487	1.279169	1.4999765	0.37071612	1.4912108	0.21430516	2.227562	1.6901312	1.510532	1.499312	1.7226421	1.109939	0.6887916	0.5716227	1.5374624	0.45881748	0.3872188	1.2975838	0.371521	1.0254406	0.32628864	1.4238528	0.32103428	0.24540336	0.60873616	1.6961074	0.37684903	0.6162962	2.4664404	0.25465205	1.6142869	0.54079145	1.7605207	0.43021178	0.28426975	0.53958225	1.3598084	2.0853298	1.0686824	1.0023633	1.2368717	0.83679104	0.8663884	0.33501312	1.3824058	0.45421478	0.5890349	0.627272	-0.06756281	1.1126662	0.8346955	0.92657405	2.9200087	0.37452948	-0.02422164	0.60067147	0.25445482	0.4190847	-0.65755874	0.66703	1.2272966	0.4527896	1.1399889	1.2153211	0.6859638	2.683815	1.6327789	0.74911743	0.86334896	3.2961855	0.5534061	0.41669956	-0.13944557	0.7982895	0.48550716	1.9433031	0.1369663	0.43537173	1.6338142	1.415794	0.8934846	1.0068645	1.9265077	0.85613716	1.2115631	0.2531038	1.4190478	1.4491235	1.0903682	1.653761	1.2889024	0.28788483	-0.5119466	-0.022453917	1.1728742	0.37278792	0.17115735	0.24906902	0.3218582	1.6061807	0.41481408	0.15318857	1.6791354	1.5328546	0.72858226	0.94552904	0.2331499	1.052141	0.895206	0.51603186	1.6166328	0.50176275	1.1030952	0.9588613	1.4431165	-0.73648995	0.79910386	0.69859153	2.0675943	0.5863005	1.961001	0.20713949	0.8378824	0.33698916	0.80399114	1.0053931	0.81807816	1.1194185	0.8836966	2.6536446	2.388374	1.0036623	0.40681708	2.0322974	0.17848912	1.1640698	1.3445376	1.3940297	1.0171287	1.0748686	2.0126932	-0.134642	0.89883095	0.9249404	0.9244638	0.36868837	0.7658097	0.36052993	0.13051069	-0.06484456	0.35438636	0.30633706	2.7487953	0.9607248	0.44832504	-0.2727818	1.0590253	1.1692387	0.6355071	1.1198322	0.68544555	0.5264543	2.0622783	1.6600509	1.3156655	0.6645611	-0.36435965	1.8442751	1.2520378	2.1246295	0.03532696	1.5063074	2.1552513	0.14158422	
NM_007131	0.3592987	0.59051985	0.14629172	1.307895	0.97044504	0.67285514	0.52825195	0.29307184	0.46910408	0.47668216	0.43795806	0.43004602	0.559971	0.5366957	0.87901807	0.1632128	-0.01963071	-0.40986857	0.7954638	0.5334165	1.514303	0.5049247	0.7281113	0.5963448	0.9807885	0.5120522	1.0415437	0.8412595	0.4711619	0.7394935	1.0465736	0.50061494	1.726146	1.1333585	0.587087	0.84122026	0.38523862	0.787358	0.79987025	0.9719558	1.0566168	1.0858313	1.0640454	0.9073541	0.6921975	0.42959055	0.95387083	1.1707001	0.70016783	0.6885121	0.56753236	0.8633256	0.98006004	0.62722033	0.42333135	0.64716524	0.41486424	0.8948797	0.93587744	0.45622745	0.8310325	0.25004765	1.1564763	0.02470761	0.53551954	0.53229845	0.23789868	0.94400185	1.0696428	0.86849725	0.22420616	1.1632419	0.87850296	-0.10175238	0.8353783	0.74041694	-0.05088754	0.5021265	0.0032335154	1.0180295	1.2918538	1.3675761	0.99650294	0.632568	1.1523728	1.5743742	0.23354141	0.6502961	0.9180548	0.38243678	0.9685143	1.2523733	0.3329799	0.43874082	1.2103865	0.7972234	0.5599898	0.38753867	0.21489693	1.6062999	0.6270681	0.6630097	0.2083227	0.56020325	2.3520405	0.84288317	0.50276273	1.0974686	1.2633466	0.29056507	0.5598139	-0.02829264	0.57546604	0.91951805	0.85972476	0.750252	0.90007937	0.5567037	0.39204013	0.3118562	0.6609216	0.83848375	0.7204429	0.36597514	0.22631097	1.6463048	0.2383343	0.596002	0.7320378	0.99735975	0.83851874	1.8886082	0.8199822	0.612193	0.57628006	0.8488206	1.136819	0.6840309	0.26331738	0.64912224	0.4315232	0.50050807	0.8769143	0.64252377	-0.428898	0.047891863	1.5766529	-0.03323535	0.7808763	0.7902145	1.069088	0.3875804	0.68602747	0.78498966	0.6845546	1.0379928	1.2645769	1.0510029	0.6574347	5.081641	0.29471236	0.33922678	0.4168199	0.7942678	-0.18574263	0.5083024	0.17639066	NaN	0.4978395	-1.0511297	0.17535385	1.3867623	1.2065666	1.961868	0.10963691	1.0739433	1.4008478	0.07045862	0.49199474	
NM_031365	1.8911632	0.9716662	3.6802497	0.22493856	4.2227464	0.8176282	2.127887	3.0758972	1.1297349	1.3497888	0.075300395	2.6047523	2.505176	3.718186	1.0209594	0.99052346	2.738965	0.53617734	0.67342484	2.1211197	2.3138993	2.845177	2.9404175	2.2573564	4.60641	1.1788745	7.6209974	3.2358534	1.6137733	2.4894667	3.42814	1.7394309	1.1022326	4.6612372	0.96426684	2.1367295	1.8853297	2.8908844	2.9110718	2.9373198	1.3649737	2.5359123	1.8540891	2.6125932	3.5141525	3.686987	2.5559018	2.9863813	2.78194	2.688255	3.2645428	2.4647853	1.3075777	0.8937089	3.9511912	3.7052283	3.6346188	2.376563	2.3773792	1.0954608	2.115507	1.7022245	1.5421933	1.561215	2.684513	2.1027925	2.3834915	2.4388714	2.960714	3.6815705	1.8565804	0.3811714	1.503678	0.8720838	3.981212	1.127234	3.3215077	1.1805834	2.8498325	3.4899778	1.7543794	2.9651477	0.9374605	3.3236275	0.77086896	3.0482783	1.9943445	1.054814	0.73240006	3.2334857	NaN	1.6921923	1.1634344	0.9591268	-0.53580904	1.2419909	1.4099394	2.4660172	7.415147	1.3419887	3.575009	1.0696372	2.6639738	2.1925237	2.3249032	1.7963228	2.6552317	3.525843	3.562152	2.9296062	0.7436361	1.269332	3.1525624	3.1579583	3.652664	2.6975574	4.09173	2.9944427	0.1706549	2.8924189	3.0316496	1.5294135	1.5772839	1.0334928	4.0852075	-0.39286917	1.6553354	2.2599058	2.5130386	2.7242534	1.4084135	2.375715	0.9623942	2.7294993	2.8063576	2.4743855	2.429577	2.8568664	4.8310094	2.4160645	2.3659036	3.8660896	2.3448942	5.6471896	4.422145	2.274073	3.4245465	4.975494	1.890205	-0.008307215	2.6688185	0.86776006	1.3807313	1.9832225	0.65274334	1.0159054	1.2394038	2.004702	1.562047	2.0071943	1.8777024	2.743402	3.182254	2.4911466	2.4392061	0.8738245	1.6278253	2.5671785	2.0453773	1.0893719	3.5379343	4.5494685	1.8207432	4.0678606	3.700615	1.2073103	2.383285	1.7272141	1.8918175	
NM_182559	0.4676028	0.30688	0.19379234	0.26138625	0.20730521	0.28548315	0.49535578	0.8286384	0.35253435	0.4555324	0.40670887	0.11818883	0.2839348	0.7496706	0.31080246	0.16010422	0.9999283	0.4433245	0.121295586	0.27140948	0.33142006	0.5473171	0.31539252	0.1569232	0.0034373978	0.19400387	-0.14729466	0.3861151	0.11690185	0.65133697	0.26442254	0.11825372	0.61160654	-0.41580468	0.03966585	0.3953258	0.01839443	0.5526253	0.47433862	NaN	0.56100994	0.12986371	0.37794608	-0.0077138557	0.5331264	0.9661453	0.580958	0.61284727	0.2124574	0.46820486	0.71625614	0.10429726	0.10742496	0.24310301	0.11627938	0.8045848	0.56189865	0.0736325	0.2742657	0.08598525	0.3078001	0.028941102	0.5763227	0.24669859	0.6114228	0.48617014	0.46459526	0.5440655	0.22812699	0.60412765	0.6108138	0.8037884	0.33354035	0.30610886	0.43401718	-0.5328713	0.45924392	-1.081919	1.4422303	0.665639	-0.10556764	0.18762782	0.2082581	0.2961154	1.1826422	0.83791274	0.20887661	0.04052091	0.49522674	0.78543067	0.4966313	0.43340975	0.6544961	1.0439385	0.32099038	-0.14584559	-0.044727355	0.9353642	0.43717378	0.916404	0.9688334	0.368797	0.7673496	0.21771239	1.8865813	0.5332245	0.8427827	0.83471346	0.42441022	0.48547786	0.31865358	0.52176327	0.5727259	1.3791195	0.8193246	0.30545315	1.1317216	0.46757093	0.7969164	0.37681144	-0.11114159	1.0374752	0.09458927	0.17525049	0.03387022	0.36441475	0.08205649	1.0164304	0.12438493	0.46960065	0.14547881	1.2936572	0.24256532	0.90612674	0.9937549	0.6212877	1.3571649	0.20440885	1.0647373	0.38897252	0.57863176	0.6536837	-0.15578175	0.5932309	1.0801289	0.040715482	0.27063233	0.8880232	-0.11009781	0.5512256	-0.36194208	-0.09084602	0.23588404	0.327655	0.02361305	0.14656872	0.80686486	0.39579505	0.18730593	1.1985228	1.5500509	0.7344873	0.94216806	0.7995612	1.2048943	1.3232137	0.737586	NaN	2.0768754	0.2538307	1.1006337	0.4206231	1.29755	0.8072099	1.4362035	1.4130533	1.8816277	0.2788319	1.8822622	
NM_153206	3.7345324	2.793614	3.066009	2.6056128	2.711211	4.3451633	3.2925537	3.8685758	4.0316863	1.9232441	0.45959875	0.8502039	2.2165818	4.268824	2.7981288	2.9442885	4.040824	2.527149	2.8038228	3.8941834	5.048859	2.7301998	3.7698078	2.0805476	4.1228395	3.578916	4.1292677	2.5275216	3.1403613	4.8618817	3.152211	4.1135497	3.233807	4.6511045	4.318318	4.0098934	5.6657596	2.80011	4.343261	2.009569	3.7284148	3.6471243	5.11682	3.442406	2.7481682	2.7903101	3.653561	3.7349012	3.1403272	3.9338431	1.9832069	1.7041509	2.5783937	4.3059425	2.5291896	2.1523025	2.493268	3.0200043	3.2020745	2.4252036	2.3840494	3.9446127	1.1689988	0.9838472	3.4268825	2.328863	2.2286777	3.14641	2.699409	0.07076936	1.8941092	1.5515403	2.3653321	2.862482	3.28664	3.4713023	0.6811474	5.3738985	NaN	4.6634383	4.292344	NaN	4.4304824	4.137402	2.7007916	-1.7091953	1.8859533	0.8561174	3.0846076	1.4739811	1.9812655	2.7253761	1.1455553	3.2819085	3.386435	2.2320678	2.9943416	1.6885977	1.2233691	0.45662034	-0.89579016	0.28929016	0.8125894	-0.32903165	0.82934463	-0.05473606	0.43881106	1.2114108	0.2777973	0.8792863	-0.41746658	1.6888062	1.3422896	0.6728205	1.5560966	3.322719	1.2064016	1.5113168	2.4701898	2.3351395	2.1928682	3.283587	0.97815347	2.5471241	1.0080206	0.74500376	2.5952075	-0.059977546	1.4909984	1.5662342	0.5905761	3.9429283	0.100908384	3.380876	0.9369269	0.5421033	0.6535434	1.6524092	0.13497464	1.9443834	2.1097746	0.6160699	1.2317424	3.8109243	0.56285495	2.603146	1.7688662	2.737318	1.7699591	3.2918766	2.3618124	2.0621276	1.5307364	2.934658	1.7185609	2.531006	1.0961502	4.928071	3.693198	4.573026	1.0695589	3.0299773	3.1977146	1.3567684	1.8041455	1.050377	3.4675138	-0.04150086	2.3784063	0.61913204	0.71515995	1.5855291	1.336377	1.7427465	2.137457	3.4125934	2.074074	1.1053919	0.3252817	
NM_002279	0.4927324	3.8505285	0.37167487	0.026182527	1.0128088	2.6959963	0.8702294	2.7696738	1.0414058	2.2900143	0.72344506	2.0860164	1.4058162	1.7147382	2.1064913	1.4161115	0.93216646	0.9460555	0.59230113	1.8759915	-1.0131605	1.3857603	1.0863702	1.6745405	1.5332401	0.23329493	0.7080961	1.2116549	0.1349187	1.9770325	1.5973144	0.024719166	2.4538343	2.2790592	0.48806876	2.2408588	1.1405215	2.9932268	1.7600749	0.3443131	0.056409366	1.2839906	1.8129271	1.2246815	0.89975804	0.8361611	0.46331877	1.3733844	1.2242748	0.85238945	0.24387407	1.1306548	1.8733572	1.098931	1.578379	0.5960221	0.72932047	2.0491781	1.3576341	0.06624749	1.1554472	0.3403844	0.4936214	0.7317375	1.7357441	0.94554603	1.3690631	1.5101441	1.0483288	0.6261951	3.8106506	NaN	1.1059645	1.796156	3.4774234	1.3053962	1.1231316	NaN	0.22709282	2.0216122	2.3829868	NaN	0.9174101	1.6719505	NaN	0.5633647	1.3087124	3.3195117	NaN	1.2612392	0.36459723	2.0883718	1.1658558	2.2047496	2.5669327	1.9642899	-0.4668106	-0.6859758	0.8874906	1.0428712	-0.33835936	-0.07509745	0.6205053	0.59118253	1.2046885	0.6853486	-0.29346895	2.4154994	0.9136131	0.68315977	0.56176937	NaN	1.5617437	0.6620121	0.9762188	2.4584978	1.073262	1.8845675	1.1701665	1.5285411	-0.090330236	0.63774043	1.060926	3.197401	0.64360124	NaN	1.1187836	0.78332096	1.769098	1.7796689	2.0155654	0.31735346	0.7017743	2.221138	2.6119533	1.5726546	0.8754426	-0.22642031	NaN	1.585052	2.2400024	0.49584922	1.1722367	2.466124	0.7626293	1.6647255	-0.09475734	NaN	1.5941017	2.4394262	1.2183208	1.0898495	0.11907298	1.6603515	0.0780979	-0.58835644	0.3946769	4.6795797	0.6136478	0.52250314	-0.6506499	1.0844251	1.2899251	0.89344335	1.4077547	-0.20194644	1.36858	3.0940266	1.8290479	NaN	1.3739889	0.28880805	2.0756252	1.3108325	2.621807	0.42087683	0.7075046	3.4544466	1.8805261	
NM_001647	5.420488	6.5665436	3.551116	5.9993315	5.0319743	2.8186588	3.9718177	5.359506	2.488715	0.733122	7.1882358	3.2381828	4.1543365	1.0752416	0.5082438	1.1230859	6.0134478	1.7145844	2.3403292	3.3758063	4.4277515	2.9927151	4.037794	3.321466	3.3152146	6.175989	8.636313	5.337947	4.5669045	6.2569904	5.8070416	3.8458588	4.638215	5.898515	4.5446167	7.5924716	4.70655	4.005342	2.9662397	5.624138	6.799164	8.852336	2.651063	5.934552	3.5799613	1.7173233	4.903191	4.8517675	8.038745	4.605793	4.1746373	3.2368345	4.6239004	4.7356462	4.793991	6.3066673	3.0349352	6.863818	6.0600557	6.793784	3.2180657	2.1992652	5.510452	1.4420877	4.2989736	1.8821092	8.240509	2.155355	7.8293943	2.6741579	2.9844317	4.6929975	2.2007189	5.1152077	4.810667	9.109749	1.7462709	4.164737	3.6575727	5.444571	3.912946	NaN	5.0457115	6.117732	4.427023	1.9788731	5.8517933	1.9486614	4.0624785	3.2743168	5.6778393	4.370662	3.2409322	1.3112617	2.9097307	4.2854395	9.560207	3.4719768	1.3479909	2.7373598	1.5845978	2.9806967	0.34054112	1.6063167	0.4279388	1.2427374	3.6366546	5.129307	2.6179013	2.3585565	1.5509468	1.9016016	2.90039	5.722443	3.2261667	5.515014	3.42092	5.1777616	0.22331864	0.714234	5.1288934	4.3888054	2.9053235	1.5239809	6.212063	3.3793569	2.30341	-0.08935153	1.2518216	1.0531346	0.25973246	6.40937	2.28458	1.4111668	1.049644	6.9691787	4.3068104	1.4604534	-0.43047518	3.7991014	-0.7872726	1.6040043	2.0908294	3.543143	3.25418	5.118197	5.3467374	4.565788	3.3412492	8.088994	1.1673497	8.33179	2.2446656	3.520833	2.8228455	5.2172346	6.637325	1.9153016	5.3261027	3.832392	2.7395744	4.7007236	5.843696	1.4313166	1.8391622	3.3123868	1.0941888	NaN	2.3459864	6.6933203	7.830222	4.8682847	1.1358588	3.6692905	5.276334	4.384936	1.2836428	1.8381276	3.0623672	
NM_014902	0.07729176	1.2943823	0.66433376	0.36196965	0.41670582	1.4006039	0.46758422	1.467676	0.25478342	0.593716	0.7057229	1.3188076	0.8467888	0.63078374	0.65580416	0.3893722	0.65525335	0.41885006	0.58363426	0.84215295	0.57640433	0.38510898	0.6977495	0.59680504	0.79609346	0.0020460181	0.9908936	0.48453817	0.5728847	0.044287875	1.3085934	0.11995789	0.9275082	1.1777827	0.5716718	0.89239824	0.12708588	1.077748	0.49837163	1.0379121	0.6416436	0.9115668	1.2037312	0.9226246	0.81865764	0.5194695	0.36381572	0.7450791	0.36958393	0.8805865	0.853243	0.68632865	0.7171498	0.3756095	0.9171884	0.3931614	0.72076344	2.0631537	0.6456973	0.010066843	0.7415706	0.6722437	0.59234816	-0.001738068	0.57633823	0.14521196	0.6812019	0.76198363	0.86155677	0.8253827	2.0724592	0.8565196	0.29884976	0.83121264	2.487241	0.86943203	0.6056615	0.42254996	1.2526311	0.79328156	0.51544595	0.8052135	0.796792	1.0329579	0.9056839	1.0423778	0.4402582	0.91332215	0.84627646	0.6748581	0.661917	0.84065795	1.1343834	1.1253152	1.2990161	0.7440181	0.68461543	-0.18345931	0.52601737	0.5748406	1.0496387	1.1022761	0.65631044	0.77902645	0.7283263	0.9902493	0.8410379	1.4984252	0.9963216	0.91746414	0.86019564	0.8060178	0.7571416	0.5688451	0.5156646	0.78179896	0.46622825	1.0636013	0.5235286	0.66921175	1.0120482	0.7733384	0.64431936	1.5114549	0.28181592	0.97860813	0.7480362	1.009151	0.32882485	0.73316664	0.35635668	0.47627395	0.3620297	0.9995407	2.1297152	0.8984288	0.51739603	0.686131	0.110678546	0.29575458	1.0720212	1.113241	0.6058062	0.6149822	0.7266766	0.96363616	0.36219677	0.7848149	0.4005441	1.1416166	0.31380904	0.15772098	0.106319726	-0.049970627	-0.03554319	-0.02409595	0.23309436	1.61811	0.37896138	0.5206142	0.09881106	0.5727507	0.7108317	1.5206268	0.66984063	1.3612151	-0.1888941	2.19801	1.6167051	1.6608075	1.1092144	0.1383096	0.5625866	1.2193636	1.4988809	0.3709024	0.98899657	0.9380071	0.71810555	
NM_198521	0.5303507	2.5600834	0.7151797	0.63396573	1.2773159	2.8096666	1.5062541	2.5545352	0.9387922	1.6505132	0.6107613	2.1927423	0.8019843	1.6189188	1.8613409	1.5253886	0.9671529	-0.08121218	0.45411146	1.999554	0.808939	0.7776827	1.8810457	1.0707058	0.95261484	0.43008456	1.432125	1.4220998	0.57138413	0.11780111	1.6076785	0.0872056	1.0126643	2.0530474	0.47471544	1.6483997	0.50711244	2.3830307	1.2281092	1.0102186	0.42819527	2.1627295	1.6370956	1.1955742	0.5130543	1.9856131	0.84837776	1.3119515	1.0958189	1.0973138	0.19217014	1.1771896	1.5381024	1.0217762	0.7562915	0.64511204	0.8891891	2.493273	0.38726377	-0.13785854	1.9081349	1.0652051	0.860653	0.19625819	1.8601143	1.9439988	1.5835727	1.9482901	1.2814924	0.46960253	3.724338	1.4228988	0.49082577	2.436303	3.919137	0.37102154	1.1010305	-0.5191814	0.7579246	1.0854055	1.7192602	0.48756874	1.4049017	1.3343105	1.7407514	0.8976135	0.7977031	1.5119357	1.1672351	0.4537951	0.81264067	2.1089356	1.3363211	2.5987992	2.1764574	0.91537315	1.8420937	-1.5627576	0.6932791	0.7142565	0.13818291	0.118633226	0.6464397	0.7266746	1.3299415	0.6314064	0.1709456	2.5783138	0.6724609	0.67739403	0.12198497	0.56627625	1.3695772	0.7049766	0.4975869	2.4039202	0.17419411	1.4465258	0.64936644	1.0473865	0.9898394	0.86905444	1.2988912	3.1356897	0.05034549	1.097424	1.8608983	1.0477195	1.2403301	0.32838604	0.99168086	0.7875256	0.2814486	0.38488472	3.443303	1.2096146	0.28698367	0.69956046	1.5718414	1.1849014	2.3449848	0.6037459	1.068644	1.5330509	0.17991418	1.7187753	-0.19800101	0.93771374	1.5778449	2.2382302	1.2708567	1.1763185	0.505562	0.6007045	0.4432166	-0.021297658	0.8443915	3.9315133	1.2368121	3.15113	0.10312277	2.2612054	1.06902	2.0479593	2.7105975	-1.8637375	1.2267859	2.4509954	1.6376439	3.6362214	1.7554622	0.50853956	1.6358172	0.86194736	2.3490021	0.5359759	1.2041116	2.9263768	0.18055475	
NM_021706	2.0700264	0.5135901	2.8116693	1.861711	1.9020004	2.1952593	2.3942022	2.1719763	2.4807584	1.4102393	0.732646	0.76140016	2.1992323	3.0688062	1.2913074	1.0965742	2.3767655	1.055787	2.3020182	2.3044808	1.3528677	1.7709888	1.4077748	2.266518	1.5639602	2.4321496	1.8272386	1.5444742	1.9830638	2.4706442	1.0538851	1.4897184	2.115878	0.99172086	2.3138568	2.333914	3.0544076	1.7102147	1.1625862	0.33787897	1.8392674	1.4050668	1.9226028	1.2445604	1.5726478	2.110725	2.463174	2.7224283	0.8506178	2.4922848	1.0524387	1.3416605	1.7476177	NaN	0.84775615	1.5014001	1.5681896	1.298542	2.000012	1.0853674	1.1902878	1.9384596	1.9022653	0.43863314	0.7069256	0.17590857	1.301029	0.63501835	2.7879026	0.7120946	0.19304563	0.35286382	NaN	0.26220307	1.2143831	2.0169928	1.0950856	2.6320226	1.0924969	1.2714058	0.3538921	1.7900714	1.3587265	1.5303338	0.2995763	0.5990286	0.41274038	2.1100273	2.3644335	0.44427735	1.0085752	1.1288698	0.5693217	2.1826146	1.190755	0.96477705	1.5674324	2.266702	0.98241264	0.8124701	-0.06443678	0.34001604	1.2814494	0.53194284	0.37749222	0.22290216	0.6853092	0.5597566	0.6373681	0.6064177	0.49495545	1.0269477	0.92929894	1.4296483	0.40916002	1.6419433	-1.4819936	0.9978585	1.7045398	0.3465163	1.5931212	1.0825738	0.9769922	1.4094254	-0.80696565	0.015600906	1.2423325	0.33144495	2.474314	1.3045627	0.6777899	0.095418625	-0.48888928	-0.8690812	0.43064034	0.64678454	0.93205374	1.755836	1.8756527	1.4916832	1.0832311	0.7948303	0.26218668	0.74454	0.6560286	1.1763331	1.1539286	1.314062	1.6302817	1.3740988	1.1532946	1.2114127	1.9024663	0.5992663	1.2270124	1.4373668	0.66207635	2.0880098	0.6681709	0.9314562	0.07748291	-0.24631539	1.3405638	-0.048987675	-0.9883293	-1.9052821	0.4005216	-2.1393683	2.7420855	-0.58003587	1.7120892	0.5194993	0.47597215	0.21483319	1.3065656	-0.6591101	0.74186313	1.2469618	-0.15313588	
NM_002698	1.57444	0.9136965	1.2600343	0.9058607	3.2262685	2.6180837	0.6619575	2.0099838	1.7122666	1.1671537	1.2371978	1.0827687	1.7113396	2.4580314	1.4528705	1.4717185	1.8279068	1.2169976	2.2134461	1.9990522	2.1704557	1.3603694	1.2008232	1.4056809	0.99088776	2.1650455	1.3413026	1.3258439	1.4897765	1.8604505	0.8355443	0.874648	1.7619902	1.6007361	1.328246	2.1090271	1.8254316	1.7201825	1.3949392	1.4771616	2.1355293	2.7139232	1.0763986	1.0671504	2.116632	1.8034587	2.2336786	2.2135777	1.5544677	1.5418499	1.2439517	1.8949128	2.0184588	1.2740551	0.5030302	1.3154619	1.5787553	0.8899029	1.9728483	1.1213706	1.5941739	1.8037038	1.6197906	0.8542229	1.3859637	0.7708472	1.0824666	0.7975064	2.7886553	1.5496284	0.92422426	2.106209	1.2916619	1.4513391	1.987376	1.2813728	1.1016104	1.8550935	2.228867	1.446726	1.1773733	3.4085877	1.1652973	1.8286576	1.5139282	1.4070246	0.75792307	2.6446054	2.1472359	0.6785565	1.6227618	1.4847388	1.155337	1.9604994	1.1402704	0.4880391	2.0790312	1.7296735	0.9266279	1.4581234	1.2316636	1.4722109	1.4250801	1.0256215	1.5979085	1.5656754	1.7240808	1.3570253	1.3360977	1.1681532	1.904028	1.3185012	1.2019798	1.6195086	1.522191	2.17265	1.2968754	0.8990755	1.311514	1.0561603	1.5451514	2.538772	1.2193652	1.1532117	1.7273577	1.461914	1.3160726	1.9939964	1.8908793	1.879128	1.3391691	2.1031036	1.2278582	1.1493114	1.2481165	1.8659074	1.4450275	1.3654213	1.0097846	1.2228935	1.2185639	1.1449825	0.68568015	1.1710646	1.5765203	0.89086676	0.88503915	1.2847852	1.3195486	1.3962295	1.0811845	0.8128715	0.5542736	0.76790154	0.5440325	1.0911825	1.0049655	2.4692068	1.2562054	1.0936687	0.8811106	1.1597471	2.133985	0.9111328	1.4231687	2.4371996	1.1220704	2.5034916	2.3287446	1.3905737	1.5774486	1.420167	1.524223	1.1877998	1.2249689	1.6440746	1.5281382	2.721415	1.4844595	
NM_032355	0.42187208	0.7699917	1.0508451	0.4072729	0.5091156	0.35554942	0.46547595	0.62504613	1.0228103	0.6814951	0.2753286	0.42660332	1.1461256	0.26399165	1.1537627	0.5537523	0.6263918	0.6350983	1.3613318	0.21750924	-0.06863844	0.7004152	0.65583545	0.5459767	0.38707262	0.0922088	0.17461704	0.94032973	0.62656623	1.0961535	0.47566926	0.517621	-0.22468837	0.49498457	-0.13176143	0.17533714	0.09262161	0.32443023	0.22892712	-0.063188344	0.79806256	0.2958641	0.67191654	0.4921914	0.54873806	0.9014683	0.039454773	0.60205376	0.47285688	0.45445898	0.44821155	0.6767424	0.720648	0.45331618	0.7880605	0.66162026	1.1521652	0.13750994	0.6066643	0.23857021	0.5278892	0.76419246	0.7281144	0.49263826	0.5820186	0.03777876	0.57364774	0.79676104	0.49410012	0.9101631	0.4719111	0.8437532	0.33185726	0.4218894	0.18828343	0.4333799	0.6340624	0.24184014	1.1187543	0.8505961	0.29636353	1.3554758	0.2583282	0.8625148	0.60830486	1.274042	0.52843493	0.91786164	1.0456378	0.2758849	0.56975394	0.5893164	1.0142643	0.20878941	0.23280378	0.74946296	0.37679055	0.18279894	0.53665954	1.0882442	1.1233472	0.4337622	0.6244279	0.4187949	1.4476707	0.61837864	1.0717777	0.83085304	0.73979974	0.81758463	0.7881279	0.60147953	1.0589048	0.89938456	0.8291223	0.10128618	1.0761636	0.35898003	0.53933436	0.6886029	0.49497318	0.89783186	0.11191039	0.7286587	1.350901	0.7332822	0.5171699	1.1269639	0.94580656	0.9559628	0.84741527	1.4900126	0.90038574	0.7241904	0.49280736	1.0997097	1.1001737	0.3300595	0.8507225	0.54759187	0.5305442	0.8948766	0.42007998	0.59811586	1.2517078	0.6815045	0.5723874	0.9868653	0.66327375	0.19023077	0.8077271	0.14535509	1.1562656	0.7855687	0.42808363	0.072089784	0.83232015	1.1352175	0.061761476	0.7357098	0.7503951	1.0028381	1.2164559	0.19458954	0.7287311	1.2398373	0.77454793	1.9148592	1.205198	1.3219864	0.63264495	1.0067662	0.6903721	0.8018079	0.80367625	1.0031526	1.4846575	1.0625516	1.6702597	
